punto,lat,lon,year,month,daylight_hours,photoperiod_delta
Mar_Ross,-72.0,175.0,2012,4,0.0,0.0
Mar_Ross,-72.0,175.0,2012,5,0.0,0.0
Mar_Ross,-72.0,175.0,2012,6,0.0,0.0
Mar_Ross,-72.0,175.0,2012,7,0.0,0.0
Mar_Ross,-72.0,175.0,2012,8,0.0,0.0
Mar_Ross,-72.0,175.0,2012,9,0.0,0.0
Mar_Ross,-72.0,175.0,2012,10,0.0,0.0
Mar_Ross,-72.0,175.0,2012,11,24.0,24.0
Mar_Ross,-72.0,175.0,2012,12,24.0,0.0
Mar_Ross,-72.0,175.0,2013,1,24.0,0.0
Mar_Ross,-72.0,175.0,2013,2,,
Mar_Ross,-72.0,175.0,2013,3,0.0,
Mar_Ross,-72.0,175.0,2013,4,0.0,0.0
Mar_Ross,-72.0,175.0,2013,5,0.0,0.0
Mar_Ross,-72.0,175.0,2013,6,0.0,0.0
Mar_Ross,-72.0,175.0,2013,7,0.0,0.0
Mar_Ross,-72.0,175.0,2013,8,0.0,0.0
Mar_Ross,-72.0,175.0,2013,9,0.0,0.0
Mar_Ross,-72.0,175.0,2013,10,0.0,0.0
Mar_Ross,-72.0,175.0,2013,11,24.0,24.0
Mar_Ross,-72.0,175.0,2013,12,24.0,0.0
Mar_Ross,-72.0,175.0,2014,1,24.0,0.0
Mar_Ross,-72.0,175.0,2014,2,,
Mar_Ross,-72.0,175.0,2014,3,0.0,
Mar_Ross,-72.0,175.0,2014,4,0.0,0.0
Mar_Ross,-72.0,175.0,2014,5,0.0,0.0
Mar_Ross,-72.0,175.0,2014,6,0.0,0.0
Mar_Ross,-72.0,175.0,2014,7,0.0,0.0
Mar_Ross,-72.0,175.0,2014,8,0.0,0.0
Mar_Ross,-72.0,175.0,2014,9,0.0,0.0
Mar_Ross,-72.0,175.0,2014,10,0.0,0.0
Mar_Ross,-72.0,175.0,2014,11,24.0,24.0
Mar_Ross,-72.0,175.0,2014,12,24.0,0.0
Mar_Ross,-72.0,175.0,2015,1,24.0,0.0
Mar_Ross,-72.0,175.0,2015,2,,
Mar_Ross,-72.0,175.0,2015,3,0.0,
Mar_Ross,-72.0,175.0,2015,4,0.0,0.0
Mar_Ross,-72.0,175.0,2015,5,0.0,0.0
Mar_Ross,-72.0,175.0,2015,6,0.0,0.0
Mar_Ross,-72.0,175.0,2015,7,0.0,0.0
Mar_Ross,-72.0,175.0,2015,8,0.0,0.0
Mar_Ross,-72.0,175.0,2015,9,0.0,0.0
Mar_Ross,-72.0,175.0,2015,10,0.0,0.0
Mar_Ross,-72.0,175.0,2015,11,24.0,24.0
Mar_Ross,-72.0,175.0,2015,12,24.0,0.0
Mar_Ross,-72.0,175.0,2016,1,24.0,0.0
Mar_Ross,-72.0,175.0,2016,2,,
Mar_Ross,-72.0,175.0,2016,3,0.0,
Mar_Ross,-72.0,175.0,2016,4,0.0,0.0
Mar_Ross,-72.0,175.0,2016,5,0.0,0.0
Mar_Ross,-72.0,175.0,2016,6,0.0,0.0
Mar_Ross,-72.0,175.0,2016,7,0.0,0.0
Mar_Ross,-72.0,175.0,2016,8,0.0,0.0
Mar_Ross,-72.0,175.0,2016,9,0.0,0.0
Mar_Ross,-72.0,175.0,2016,10,0.0,0.0
Mar_Ross,-72.0,175.0,2016,11,24.0,24.0
Mar_Ross,-72.0,175.0,2016,12,24.0,0.0
Mar_Ross,-72.0,175.0,2017,1,24.0,0.0
Mar_Ross,-72.0,175.0,2017,2,,
Mar_Ross,-72.0,175.0,2017,3,0.0,
Mar_Ross,-72.0,175.0,2017,4,0.0,0.0
Mar_Ross,-72.0,175.0,2017,5,0.0,0.0
Mar_Ross,-72.0,175.0,2017,6,0.0,0.0
Mar_Ross,-72.0,175.0,2017,7,0.0,0.0
Mar_Ross,-72.0,175.0,2017,8,0.0,0.0
Mar_Ross,-72.0,175.0,2017,9,0.0,0.0
Mar_Ross,-72.0,175.0,2017,10,0.0,0.0
Mar_Ross,-72.0,175.0,2017,11,24.0,24.0
Mar_Ross,-72.0,175.0,2017,12,24.0,0.0
Mar_Ross,-72.0,175.0,2018,1,24.0,0.0
Mar_Ross,-72.0,175.0,2018,2,,
Mar_Ross,-72.0,175.0,2018,3,0.0,
Mar_Ross,-72.0,175.0,2018,4,0.0,0.0
Mar_Ross,-72.0,175.0,2018,5,0.0,0.0
Mar_Ross,-72.0,175.0,2018,6,0.0,0.0
Mar_Ross,-72.0,175.0,2018,7,0.0,0.0
Mar_Ross,-72.0,175.0,2018,8,0.0,0.0
Mar_Ross,-72.0,175.0,2018,9,0.0,0.0
Mar_Ross,-72.0,175.0,2018,10,0.0,0.0
Mar_Ross,-72.0,175.0,2018,11,24.0,24.0
Mar_Ross,-72.0,175.0,2018,12,24.0,0.0
Mar_Ross,-72.0,175.0,2019,1,24.0,0.0
Mar_Ross,-72.0,175.0,2019,2,,
Mar_Ross,-72.0,175.0,2019,3,0.0,
Mar_Ross,-72.0,175.0,2019,4,0.0,0.0
Mar_Ross,-72.0,175.0,2019,5,0.0,0.0
Mar_Ross,-72.0,175.0,2019,6,0.0,0.0
Mar_Ross,-72.0,175.0,2019,7,0.0,0.0
Mar_Ross,-72.0,175.0,2019,8,0.0,0.0
Mar_Ross,-72.0,175.0,2019,9,0.0,0.0
Mar_Ross,-72.0,175.0,2019,10,0.0,0.0
Mar_Ross,-72.0,175.0,2019,11,24.0,24.0
Mar_Ross,-72.0,175.0,2019,12,24.0,0.0
Mar_Ross,-72.0,175.0,2020,1,24.0,0.0
Mar_Ross,-72.0,175.0,2020,2,,
Mar_Ross,-72.0,175.0,2020,3,0.0,
Mar_Ross,-72.0,175.0,2020,4,0.0,0.0
Mar_Ross,-72.0,175.0,2020,5,0.0,0.0
Mar_Ross,-72.0,175.0,2020,6,0.0,0.0
Mar_Ross,-72.0,175.0,2020,7,0.0,0.0
Mar_Ross,-72.0,175.0,2020,8,0.0,0.0
Mar_Ross,-72.0,175.0,2020,9,0.0,0.0
Mar_Ross,-72.0,175.0,2020,10,0.0,0.0
Mar_Ross,-72.0,175.0,2020,11,24.0,24.0
Mar_Ross,-72.0,175.0,2020,12,24.0,0.0
Mar_Ross,-72.0,175.0,2021,1,24.0,0.0
Mar_Ross,-72.0,175.0,2021,2,,
Mar_Ross,-72.0,175.0,2021,3,0.0,
Mar_Ross,-72.0,175.0,2021,4,0.0,0.0
Mar_Ross,-72.0,175.0,2021,5,0.0,0.0
Mar_Ross,-72.0,175.0,2021,6,0.0,0.0
Mar_Ross,-72.0,175.0,2021,7,0.0,0.0
Mar_Ross,-72.0,175.0,2021,8,0.0,0.0
Mar_Ross,-72.0,175.0,2021,9,0.0,0.0
Mar_Ross,-72.0,175.0,2021,10,0.0,0.0
Mar_Ross,-72.0,175.0,2021,11,24.0,24.0
Mar_Ross,-72.0,175.0,2021,12,24.0,0.0
Mar_Ross,-72.0,175.0,2022,1,24.0,0.0
Mar_Ross,-72.0,175.0,2022,2,,
Mar_Ross,-72.0,175.0,2022,3,0.0,
Mar_Ross,-72.0,175.0,2022,4,0.0,0.0
Mar_Ross,-72.0,175.0,2022,5,0.0,0.0
Mar_Ross,-72.0,175.0,2022,6,0.0,0.0
Mar_Ross,-72.0,175.0,2022,7,0.0,0.0
Mar_Ross,-72.0,175.0,2022,8,0.0,0.0
Mar_Ross,-72.0,175.0,2022,9,0.0,0.0
Mar_Ross,-72.0,175.0,2022,10,0.0,0.0
Mar_Ross,-72.0,175.0,2022,11,24.0,24.0
Mar_Ross,-72.0,175.0,2022,12,24.0,0.0
Mar_Ross,-72.0,175.0,2023,1,24.0,0.0
Mar_Ross,-72.0,175.0,2023,2,,
Mar_Ross,-72.0,175.0,2023,3,0.0,
Mar_Ross,-72.0,175.0,2023,4,0.0,0.0
Mar_Ross,-72.0,175.0,2023,5,0.47,0.47
Mar_Ross,-72.0,175.0,2023,6,0.0,-0.47
Mar_Ross,-72.0,175.0,2023,7,0.0,0.0
Mar_Ross,-72.0,175.0,2023,8,0.0,0.0
Mar_Ross,-72.0,175.0,2023,9,0.0,0.0
Mar_Ross,-72.0,175.0,2023,10,0.0,0.0
Mar_Ross,-72.0,175.0,2023,11,24.0,24.0
Mar_Ross,-72.0,175.0,2023,12,24.0,0.0
Mar_Ross,-72.0,175.0,2024,1,24.0,0.0
Mar_Ross,-72.0,175.0,2024,2,,
Mar_Ross,-72.0,175.0,2024,3,0.0,
Mar_Ross,-72.0,175.0,2024,4,0.0,0.0
Mar_Ross,-72.0,175.0,2024,5,0.0,0.0
Mar_Ross,-72.0,175.0,2024,6,0.0,0.0
Mar_Ross,-72.0,175.0,2024,7,0.0,0.0
Mar_Ross,-72.0,175.0,2024,8,0.0,0.0
Mar_Ross,-72.0,175.0,2024,9,0.0,0.0
Mar_Ross,-72.0,175.0,2024,10,0.0,0.0
Mar_Ross,-72.0,175.0,2024,11,24.0,24.0
Mar_Ross,-72.0,175.0,2024,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2001,1,24.0,
Mar_Weddell,-70.0,-40.0,2001,2,17.42,-6.579999999999998
Mar_Weddell,-70.0,-40.0,2001,3,13.02,-4.400000000000002
Mar_Weddell,-70.0,-40.0,2001,4,8.52,-4.5
Mar_Weddell,-70.0,-40.0,2001,5,3.41,-5.109999999999999
Mar_Weddell,-70.0,-40.0,2001,6,0.0,-3.41
Mar_Weddell,-70.0,-40.0,2001,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2001,8,6.71,6.71
Mar_Weddell,-70.0,-40.0,2001,9,11.26,4.55
Mar_Weddell,-70.0,-40.0,2001,10,15.65,4.390000000000001
Mar_Weddell,-70.0,-40.0,2001,11,24.0,8.35
Mar_Weddell,-70.0,-40.0,2001,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2002,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2002,2,17.46,-6.539999999999999
Mar_Weddell,-70.0,-40.0,2002,3,13.06,-4.4
Mar_Weddell,-70.0,-40.0,2002,4,8.55,-4.51
Mar_Weddell,-70.0,-40.0,2002,5,3.46,-5.090000000000001
Mar_Weddell,-70.0,-40.0,2002,6,0.0,-3.46
Mar_Weddell,-70.0,-40.0,2002,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2002,8,6.67,6.67
Mar_Weddell,-70.0,-40.0,2002,9,11.22,4.550000000000001
Mar_Weddell,-70.0,-40.0,2002,10,15.61,4.389999999999999
Mar_Weddell,-70.0,-40.0,2002,11,24.0,8.39
Mar_Weddell,-70.0,-40.0,2002,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2003,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2003,2,17.5,-6.5
Mar_Weddell,-70.0,-40.0,2003,3,13.09,-4.41
Mar_Weddell,-70.0,-40.0,2003,4,8.59,-4.5
Mar_Weddell,-70.0,-40.0,2003,5,3.51,-5.08
Mar_Weddell,-70.0,-40.0,2003,6,0.0,-3.51
Mar_Weddell,-70.0,-40.0,2003,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2003,8,6.63,6.63
Mar_Weddell,-70.0,-40.0,2003,9,11.19,4.56
Mar_Weddell,-70.0,-40.0,2003,10,15.58,4.390000000000001
Mar_Weddell,-70.0,-40.0,2003,11,24.0,8.42
Mar_Weddell,-70.0,-40.0,2003,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2004,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2004,2,17.54,-6.460000000000001
Mar_Weddell,-70.0,-40.0,2004,3,12.98,-4.559999999999999
Mar_Weddell,-70.0,-40.0,2004,4,8.48,-4.5
Mar_Weddell,-70.0,-40.0,2004,5,3.35,-5.130000000000001
Mar_Weddell,-70.0,-40.0,2004,6,0.0,-3.35
Mar_Weddell,-70.0,-40.0,2004,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2004,8,6.75,6.75
Mar_Weddell,-70.0,-40.0,2004,9,11.3,4.550000000000001
Mar_Weddell,-70.0,-40.0,2004,10,15.69,4.389999999999999
Mar_Weddell,-70.0,-40.0,2004,11,24.0,8.31
Mar_Weddell,-70.0,-40.0,2004,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2005,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2005,2,17.41,-6.59
Mar_Weddell,-70.0,-40.0,2005,3,13.02,-4.390000000000001
Mar_Weddell,-70.0,-40.0,2005,4,8.51,-4.51
Mar_Weddell,-70.0,-40.0,2005,5,3.4,-5.109999999999999
Mar_Weddell,-70.0,-40.0,2005,6,0.0,-3.4
Mar_Weddell,-70.0,-40.0,2005,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2005,8,6.71,6.71
Mar_Weddell,-70.0,-40.0,2005,9,11.26,4.55
Mar_Weddell,-70.0,-40.0,2005,10,15.66,4.4
Mar_Weddell,-70.0,-40.0,2005,11,24.0,8.34
Mar_Weddell,-70.0,-40.0,2005,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2006,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2006,2,17.45,-6.550000000000001
Mar_Weddell,-70.0,-40.0,2006,3,13.05,-4.399999999999999
Mar_Weddell,-70.0,-40.0,2006,4,8.55,-4.5
Mar_Weddell,-70.0,-40.0,2006,5,3.45,-5.1000000000000005
Mar_Weddell,-70.0,-40.0,2006,6,0.0,-3.45
Mar_Weddell,-70.0,-40.0,2006,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2006,8,6.67,6.67
Mar_Weddell,-70.0,-40.0,2006,9,11.23,4.5600000000000005
Mar_Weddell,-70.0,-40.0,2006,10,15.62,4.389999999999999
Mar_Weddell,-70.0,-40.0,2006,11,24.0,8.38
Mar_Weddell,-70.0,-40.0,2006,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2007,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2007,2,17.5,-6.5
Mar_Weddell,-70.0,-40.0,2007,3,13.09,-4.41
Mar_Weddell,-70.0,-40.0,2007,4,8.58,-4.51
Mar_Weddell,-70.0,-40.0,2007,5,3.51,-5.07
Mar_Weddell,-70.0,-40.0,2007,6,0.0,-3.51
Mar_Weddell,-70.0,-40.0,2007,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2007,8,6.64,6.64
Mar_Weddell,-70.0,-40.0,2007,9,11.2,4.56
Mar_Weddell,-70.0,-40.0,2007,10,15.58,4.380000000000001
Mar_Weddell,-70.0,-40.0,2007,11,24.0,8.42
